path,label,class_id
./detector_dataset\genuine\extra__n001706__0115_01.jpg,0,n001706
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005591__0069_01.png,1,n005591
./detector_dataset\genuine\extra__n004275__0203_01.jpg,0,n004275
./detector_dataset\genuine\extra__n008360__0028_01.jpg,0,n008360
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n005010__0069_01.png,1,n005010
./detector_dataset\genuine\extra__n006460__0184_01.jpg,0,n006460
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003729__0165_02.png,1,n003729
./detector_dataset\genuine\orig__n002655__0051_02.jpg,0,n002655
./detector_dataset\genuine\extra__n004988__0184_01.jpg,0,n004988
./detector_dataset\genuine\extra__n003729__0226_01.jpg,0,n003729
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n006971__0113_01.png,1,n006971
./detector_dataset\genuine\extra__n004491__0167_01.jpg,0,n004491
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n007224.jpg,1,n007224
./detector_dataset\genuine\extra__n003806__0229_01.jpg,0,n003806
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n009093__0115_01.png,1,n009093
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n006460.jpg,1,n006460
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n002710.jpg,1,n002710
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n004722.jpg,1,n004722
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n009271.jpg,1,n009271
./detector_dataset\genuine\extra__n003181__0184_01.jpg,0,n003181
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n002972__0010_01.png,1,n002972
./detector_dataset\genuine\extra__n001511__0033_02.jpg,0,n001511
./detector_dataset\adversarial\FGSM__eps_0_005__n002694__0089_01.png,1,n002694
./detector_dataset\genuine\extra__n008462__0451_01.jpg,0,n008462
./detector_dataset\genuine\extra__n006971__0039_04.jpg,0,n006971
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001706__0102_01.png,1,n001706
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n001112.jpg,1,n001112
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n006460__0213_01.png,1,n006460
./detector_dataset\adversarial\FGSM__eps_0_100__n004934__0365_01.png,1,n004934
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n005591__0451_03.jpg,1,n005591
./detector_dataset\genuine\extra__n001104__0184_01.jpg,0,n001104
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n000100.jpg,1,n000100
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n005106__0319_04.png,1,n005106
./detector_dataset\genuine\extra__n001693__0032_01.jpg,0,n001693
./detector_dataset\adversarial\FGSM__eps_0_005__n001774__0213_01.png,1,n001774
./detector_dataset\genuine\extra__n002694__0220_01.jpg,0,n002694
./detector_dataset\genuine\extra__n000973__0246_01.jpg,0,n000973
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001112.jpg,1,n001112
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n008571.jpg,1,n008571
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n004530__0352_02.jpg,1,n004530
./detector_dataset\genuine\extra__n004988__0168_01.jpg,0,n004988
./detector_dataset\genuine\extra__n002655__0036_01.jpg,0,n002655
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001638__0115_01.png,1,n001638
./detector_dataset\genuine\extra__n003500__0451_01.jpg,0,n003500
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005884__0251_01.png,1,n005884
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n003181__0203_02.png,1,n003181
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n004275__0394_01.png,1,n004275
./detector_dataset\adversarial\FGSM__eps_0_010__n004491__0153_04.png,1,n004491
./detector_dataset\genuine\extra__n001511__0114_01.jpg,0,n001511
./detector_dataset\adversarial\FGSM__eps_0_010__n003878__0251_01.png,1,n003878
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n003376.jpg,1,n003376
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n004988__0213_01.jpg,1,n004988
./detector_dataset\genuine\orig__n006618__0257_01.jpg,0,n006618
./detector_dataset\genuine\extra__n003666__0184_01.jpg,0,n003666
./detector_dataset\genuine\orig__n002710__0251_01.jpg,0,n002710
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n004275.jpg,1,n004275
./detector_dataset\adversarial\FGSM__eps_0_005__n003666__0089_01.png,1,n003666
./detector_dataset\genuine\extra__n006614__0006_01.jpg,0,n006614
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n001432__0069_01.png,1,n001432
./detector_dataset\genuine\extra__n007995__0151_01.jpg,0,n007995
./detector_dataset\genuine\extra__n003500__0502_01.jpg,0,n003500
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n002972.jpg,1,n002972
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n001432__0069_01.png,1,n001432
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n002655.jpg,1,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n007120.jpg,1,n007120
./detector_dataset\genuine\extra__n002972__0089_01.jpg,0,n002972
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n002972__0213_01.png,1,n002972
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003878__0257_01.jpg,1,n003878
./detector_dataset\genuine\orig__n003666__0010_01.jpg,0,n003666
./detector_dataset\genuine\extra__n001638__0026_01.jpg,0,n001638
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n001664__0203_02.png,1,n001664
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n002972__0203_02.png,1,n002972
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n000879.jpg,1,n000879
./detector_dataset\genuine\extra__n001116__0109_01.jpg,0,n001116
./detector_dataset\genuine\orig__n009271__0184_01.jpg,0,n009271
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003727__0388_03.jpg,1,n003727
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n007469__0168_01.png,1,n007469
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n009216.jpg,1,n009216
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003500__0251_01.jpg,1,n003500
./detector_dataset\genuine\orig__n001116__0294_01.jpg,0,n001116
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n002694.jpg,1,n002694
./detector_dataset\genuine\extra__n004530__0168_01.jpg,0,n004530
./detector_dataset\genuine\extra__n000227__0396_01.jpg,0,n000227
./detector_dataset\genuine\orig__n005010__0198_02.jpg,0,n005010
./detector_dataset\genuine\extra__n007881__0079_01.jpg,0,n007881
./detector_dataset\genuine\extra__n005106__0278_01.jpg,0,n005106
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n001266.jpg,1,n001266
./detector_dataset\genuine\extra__n003045__0278_01.jpg,0,n003045
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001517__0257_01.png,1,n001517
./detector_dataset\genuine\extra__n005591__0033_02.jpg,0,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n003064.jpg,1,n003064
./detector_dataset\genuine\extra__n007034__0590_01.jpg,0,n007034
./detector_dataset\adversarial\FGSM__eps_0_010__n000879__0434_02.png,1,n000879
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n002818.jpg,1,n002818
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n009216__0496_01.png,1,n009216
./detector_dataset\genuine\extra__n006618__0434_01.jpg,0,n006618
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n001774__0010_01.png,1,n001774
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n001512.jpg,1,n001512
./detector_dataset\genuine\orig__n003376__0089_01.jpg,0,n003376
./detector_dataset\genuine\extra__n007034__0378_02.jpg,0,n007034
./detector_dataset\genuine\extra__n002710__0203_02.jpg,0,n002710
./detector_dataset\genuine\extra__n003181__0294_01.jpg,0,n003181
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n006460__0273_01.png,1,n006460
./detector_dataset\genuine\extra__n001116__0302_01.jpg,0,n001116
./detector_dataset\genuine\extra__n001104__0172_01.jpg,0,n001104
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n003666.jpg,1,n003666
./detector_dataset\genuine\extra__n001432__0338_01.jpg,0,n001432
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n006618.jpg,1,n006618
./detector_dataset\genuine\extra__n003878__0199_01.jpg,0,n003878
./detector_dataset\genuine\orig__n009093__0115_01.jpg,0,n009093
./detector_dataset\genuine\extra__n003727__0220_01.jpg,0,n003727
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n000100__0065_02.png,1,n000100
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n004055.jpg,1,n004055
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n005438__0089_01.png,1,n005438
./detector_dataset\genuine\extra__n005010__0290_05.jpg,0,n005010
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n002710__0301_03.png,1,n002710
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n007995__0089_01.png,1,n007995
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n002694__0213_01.png,1,n002694
./detector_dataset\genuine\orig__n002694__0089_01.jpg,0,n002694
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n007120__0213_01.png,1,n007120
./detector_dataset\genuine\orig__n002694__0102_01.jpg,0,n002694
./detector_dataset\adversarial\FGSM__eps_0_005__n004168__0338_04.png,1,n004168
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n004275.jpg,1,n004275
./detector_dataset\genuine\orig__n001774__0113_01.jpg,0,n001774
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n004275__0273_01.jpg,1,n004275
./detector_dataset\genuine\extra__n003045__0198_02.jpg,0,n003045
./detector_dataset\genuine\extra__n001693__0365_01.jpg,0,n001693
./detector_dataset\genuine\extra__n001693__0273_01.jpg,0,n001693
./detector_dataset\genuine\extra__n003064__0204_01.jpg,0,n003064
./detector_dataset\genuine\extra__n008462__0407_01.jpg,0,n008462
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n001116.jpg,1,n001116
./detector_dataset\adversarial\FGSM__eps_0_005__n008462__0089_01.png,1,n008462
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n007469__0115_01.png,1,n007469
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n004491__0133_03.png,1,n004491
./detector_dataset\genuine\extra__n002818__0032_01.jpg,0,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n006971.jpg,1,n006971
./detector_dataset\genuine\orig__n007995__0251_01.jpg,0,n007995
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n006460__0198_02.jpg,1,n006460
./detector_dataset\genuine\extra__n001266__0193_01.jpg,0,n001266
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n006614.jpg,1,n006614
./detector_dataset\genuine\extra__n000227__0257_01.jpg,0,n000227
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001517.jpg,1,n001517
./detector_dataset\genuine\extra__n003045__0118_09.jpg,0,n003045
./detector_dataset\genuine\extra__n009271__0294_01.jpg,0,n009271
./detector_dataset\genuine\extra__n001517__0291_01.jpg,0,n001517
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n008360__0198_02.png,1,n008360
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n004530.jpg,1,n004530
./detector_dataset\adversarial\FGSM__eps_0_005__n007224__0174_03.png,1,n007224
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n006614__0010_01.png,1,n006614
./detector_dataset\genuine\orig__n000973__0213_01.jpg,0,n000973
./detector_dataset\genuine\orig__n001432__0394_01.jpg,0,n001432
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n004055__0089_01.jpg,1,n004055
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001511__0089_01.png,1,n001511
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n006971.jpg,1,n006971
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n006618__0496_01.jpg,1,n006618
./detector_dataset\genuine\extra__n001693__0089_01.jpg,0,n001693
./detector_dataset\genuine\extra__n009216__0420_01.jpg,0,n009216
./detector_dataset\genuine\extra__n002710__0028_01.jpg,0,n002710
./detector_dataset\genuine\extra__n003444__0343_01.jpg,0,n003444
./detector_dataset\genuine\extra__n006971__0098_03.jpg,0,n006971
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n009093__0010_01.png,1,n009093
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003045__0069_01.jpg,1,n003045
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n007224__0069_01.png,1,n007224
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n009271.jpg,1,n009271
./detector_dataset\genuine\extra__n008462__0102_01.jpg,0,n008462
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n004491__0226_04.png,1,n004491
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n003666__0069_01.png,1,n003666
./detector_dataset\genuine\extra__n001266__0195_01.jpg,0,n001266
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n008245__0102_01.png,1,n008245
./detector_dataset\genuine\extra__n001266__0140_06.jpg,0,n001266
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n007120__0069_01.png,1,n007120
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n002655.jpg,1,n002655
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n004055.jpg,1,n004055
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n008462__0113_01.png,1,n008462
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n002710__0394_01.png,1,n002710
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n001638.jpg,1,n001638
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n001693__0273_01.png,1,n001693
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n001517.jpg,1,n001517
./detector_dataset\genuine\extra__n007469__0229_01.jpg,0,n007469
./detector_dataset\genuine\extra__n004988__0226_01.jpg,0,n004988
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n001432.jpg,1,n001432
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n006614.jpg,1,n006614
./detector_dataset\genuine\extra__n002972__0204_01.jpg,0,n002972
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n000915__0184_01.png,1,n000915
./detector_dataset\genuine\extra__n003500__0032_01.jpg,0,n003500
./detector_dataset\genuine\extra__n007881__0309_02.jpg,0,n007881
./detector_dataset\adversarial\DeepFool__iter_20_eps_1e-06__n006618.jpg,1,n006618
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n005010.jpg,1,n005010
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n002978.jpg,1,n002978
./detector_dataset\genuine\extra__n002710__0270_01.jpg,0,n002710
./detector_dataset\genuine\orig__n004988__0257_01.jpg,0,n004988
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n006971.jpg,1,n006971
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n005591.jpg,1,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n009271.jpg,1,n009271
./detector_dataset\adversarial\FGSM__eps_0_010__n005591__0213_01.png,1,n005591
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n002655__0168_01.png,1,n002655
./detector_dataset\genuine\extra__n004530__0273_01.jpg,0,n004530
./detector_dataset\genuine\extra__n007120__0267_02.jpg,0,n007120
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n005106.jpg,1,n005106
./detector_dataset\genuine\extra__n004988__0361_01.jpg,0,n004988
./detector_dataset\adversarial\FGSM__eps_0_010__n002710__0089_01.png,1,n002710
./detector_dataset\genuine\extra__n006618__0113_01.jpg,0,n006618
./detector_dataset\adversarial\FGSM__eps_0_100__n004722__0010_01.png,1,n004722
./detector_dataset\adversarial\FGSM__eps_0_005__n002972__0102_01.png,1,n002972
./detector_dataset\genuine\orig__n001104__0167_01.jpg,0,n001104
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n001664.jpg,1,n001664
./detector_dataset\genuine\extra__n003045__0302_01.jpg,0,n003045
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n004491__0162_02.jpg,1,n004491
./detector_dataset\genuine\extra__n001638__0167_01.jpg,0,n001638
./detector_dataset\genuine\extra__n003666__0220_01.jpg,0,n003666
./detector_dataset\genuine\extra__n001517__0010_01.jpg,0,n001517
./detector_dataset\genuine\extra__n003729__0032_01.jpg,0,n003729
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n001664.jpg,1,n001664
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n008360__0069_01.png,1,n008360
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n005010.jpg,1,n005010
./detector_dataset\adversarial\FGSM__eps_0_010__n000973__0089_01.png,1,n000973
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n003444__0184_01.png,1,n003444
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n008571.jpg,1,n008571
./detector_dataset\genuine\extra__n008571__0166_03.jpg,0,n008571
./detector_dataset\genuine\extra__n005482__0434_01.jpg,0,n005482
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n005438.jpg,1,n005438
./detector_dataset\adversarial\FGSM__eps_0_005__n001517__0273_01.png,1,n001517
./detector_dataset\genuine\orig__n001638__0167_01.jpg,0,n001638
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001774__0113_01.jpg,1,n001774
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001706__0213_01.png,1,n001706
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n000879__0213_01.png,1,n000879
./detector_dataset\genuine\orig__n000973__0184_01.jpg,0,n000973
./detector_dataset\genuine\extra__n008245__0619_01.jpg,0,n008245
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n001693.jpg,1,n001693
./detector_dataset\adversarial\FGSM__eps_0_010__n004491__0113_01.png,1,n004491
./detector_dataset\genuine\extra__n008571__0127_02.jpg,0,n008571
./detector_dataset\genuine\extra__n003500__0178_01.jpg,0,n003500
./detector_dataset\genuine\extra__n003500__0427_01.jpg,0,n003500
./detector_dataset\genuine\extra__n002710__0195_01.jpg,0,n002710
./detector_dataset\genuine\extra__n003376__0236_01.jpg,0,n003376
./detector_dataset\genuine\extra__n003376__0229_01.jpg,0,n003376
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001664__0278_05.png,1,n001664
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n005591__0069_01.png,1,n005591
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n005608__0165_02.png,1,n005608
./detector_dataset\genuine\extra__n007995__0248_01.jpg,0,n007995
./detector_dataset\genuine\orig__n002694__0273_01.jpg,0,n002694
./detector_dataset\genuine\orig__n005106__0184_01.jpg,0,n005106
./detector_dataset\genuine\extra__n002694__0337_02.jpg,0,n002694
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n006460.jpg,1,n006460
./detector_dataset\genuine\extra__n001432__0203_02.jpg,0,n001432
./detector_dataset\genuine\extra__n002694__0311_09.jpg,0,n002694
./detector_dataset\adversarial\FGSM__eps_0_005__n007469__0213_01.png,1,n007469
./detector_dataset\genuine\extra__n005010__0102_01.jpg,0,n005010
./detector_dataset\genuine\extra__n004530__0063_01.jpg,0,n004530
./detector_dataset\genuine\extra__n001104__0338_01.jpg,0,n001104
./detector_dataset\genuine\extra__n000915__0220_01.jpg,0,n000915
./detector_dataset\genuine\extra__n001512__0470_01.jpg,0,n001512
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n002972__0089_01.png,1,n002972
./detector_dataset\genuine\extra__n009271__0475_03.jpg,0,n009271
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005010__0069_01.png,1,n005010
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003878__0168_01.png,1,n003878
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003444__0115_01.jpg,1,n003444
./detector_dataset\genuine\extra__n004275__0028_01.jpg,0,n004275
./detector_dataset\genuine\extra__n001693__0327_01.jpg,0,n001693
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n005608__0089_01.png,1,n005608
./detector_dataset\genuine\orig__n003727__0069_01.jpg,0,n003727
./detector_dataset\genuine\extra__n008245__0034_02.jpg,0,n008245
./detector_dataset\genuine\extra__n000100__0361_01.jpg,0,n000100
./detector_dataset\adversarial\FGSM__eps_0_100__n004934__0294_01.png,1,n004934
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001116__0115_01.jpg,1,n001116
./detector_dataset\genuine\orig__n001149__0115_01.jpg,0,n001149
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n007120__0115_01.png,1,n007120
./detector_dataset\genuine\extra__n004491__0199_08.jpg,0,n004491
./detector_dataset\genuine\extra__n002978__0343_01.jpg,0,n002978
./detector_dataset\genuine\extra__n006618__0451_01.jpg,0,n006618
./detector_dataset\genuine\extra__n001664__0087_04.jpg,0,n001664
./detector_dataset\genuine\extra__n000915__0069_01.jpg,0,n000915
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001706__0184_01.png,1,n001706
./detector_dataset\genuine\extra__n001432__0327_01.jpg,0,n001432
./detector_dataset\genuine\extra__n000915__0215_02.jpg,0,n000915
./detector_dataset\genuine\extra__n007034__0496_01.jpg,0,n007034
./detector_dataset\genuine\extra__n008462__0032_01.jpg,0,n008462
./detector_dataset\genuine\extra__n004988__0133_02.jpg,0,n004988
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n001638.jpg,1,n001638
./detector_dataset\genuine\extra__n006614__0083_03.jpg,0,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n004055.jpg,1,n004055
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n002710__0213_01.png,1,n002710
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n003806__0294_01.png,1,n003806
./detector_dataset\genuine\extra__n002818__0854_02.jpg,0,n002818
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n004275__0496_01.jpg,1,n004275
./detector_dataset\genuine\extra__n004491__0451_03.jpg,0,n004491
./detector_dataset\genuine\extra__n001517__0204_01.jpg,0,n001517
./detector_dataset\genuine\extra__n005106__0010_01.jpg,0,n005106
./detector_dataset\genuine\extra__n004988__0371_02.jpg,0,n004988
./detector_dataset\genuine\extra__n001511__0303_01.jpg,0,n001511
./detector_dataset\genuine\orig__n007881__0010_01.jpg,0,n007881
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n004722.jpg,1,n004722
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007034__0257_01.png,1,n007034
./detector_dataset\genuine\extra__n001432__0193_01.jpg,0,n001432
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n004275__0251_01.png,1,n004275
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n006618.jpg,1,n006618
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n005106__0184_01.jpg,1,n005106
./detector_dataset\genuine\orig__n000973__0168_01.jpg,0,n000973
./detector_dataset\genuine\extra__n006614__0168_01.jpg,0,n006614
./detector_dataset\genuine\extra__n001512__0151_01.jpg,0,n001512
./detector_dataset\adversarial\FGSM__eps_0_005__n008245__0069_01.png,1,n008245
./detector_dataset\genuine\extra__n002972__0073_02.jpg,0,n002972
./detector_dataset\adversarial\FGSM__eps_0_010__n001517__0168_01.png,1,n001517
./detector_dataset\genuine\extra__n001512__0593_01.jpg,0,n001512
./detector_dataset\genuine\extra__n004530__0266_03.jpg,0,n004530
./detector_dataset\genuine\extra__n000973__0420_01.jpg,0,n000973
./detector_dataset\genuine\extra__n002694__0066_01.jpg,0,n002694
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n007469.jpg,1,n007469
./detector_dataset\adversarial\FGSM__eps_0_010__n006614__0184_01.png,1,n006614
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n001149__0069_01.png,1,n001149
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n003045.jpg,1,n003045
./detector_dataset\genuine\extra__n001706__0338_01.jpg,0,n001706
./detector_dataset\genuine\extra__n005884__0032_01.jpg,0,n005884
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n008245.jpg,1,n008245
./detector_dataset\genuine\extra__n001149__0017_02.jpg,0,n001149
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n003444__0168_01.jpg,1,n003444
./detector_dataset\genuine\extra__n007469__0248_01.jpg,0,n007469
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n005010__0010_01.png,1,n005010
./detector_dataset\genuine\extra__n003729__0229_01.jpg,0,n003729
./detector_dataset\adversarial\FGSM__eps_0_010__n003666__0102_01.png,1,n003666
./detector_dataset\genuine\extra__n005438__0063_01.jpg,0,n005438
./detector_dataset\genuine\orig__n005106__0319_04.jpg,0,n005106
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n008571__0270_01.png,1,n008571
./detector_dataset\genuine\extra__n004275__0032_01.jpg,0,n004275
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n008360__0010_01.png,1,n008360
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n003500.jpg,1,n003500
./detector_dataset\adversarial\FGSM__eps_0_010__n003806__0168_01.png,1,n003806
./detector_dataset\genuine\extra__n004275__0394_01.jpg,0,n004275
